script,category,status,evidence_type,verdict,best_score,configs_tested,artifact_path,machine_readable,rerun_recommended,reason
e_team_artifact_keys.py,e_team,ran_with_artifact,json,NOISE,5/24,~500,results/e_team_artifact_keys.json,yes,no,Verdict is final: NOISE
e_team_book_cipher.py,e_team,ran_with_artifact,json,NOISE,5/24,~800,results/e_team_book_cipher.json,yes,no,Verdict is final: NOISE
e_team_cardan_grille.py,e_team,ran_with_artifact,json,NOISE,4/24,~400,results/e_team_cardan_grille.json,yes,no,Verdict is final: NOISE
e_team_coding_chart.py,e_team,ran_with_artifact,json,NOISE,—,—,results/e_team_coding_chart.json,yes,no,Verdict is final: NOISE
e_team_french_scan.py,e_team,ran_with_artifact,json,NOISE,0/24,—,results/e_team_french_scan.json,yes,no,Verdict is final: NOISE
e_team_german_scan.py,e_team,ran_with_artifact,json,NOISE,0/24,4.5M chars,results/e_team_german_scan.json,yes,no,Verdict is final: NOISE
e_team_homo_contradiction_search.py,e_team,ran_with_artifact,json,ELIMINATED,—,—,results/e_team_homo_contradiction_search.json,yes,no,Verdict is final: ELIMINATED
e_team_homophonic_trans.py,e_team,ran_with_artifact,json,NOISE,—,1.6M perms,results/e_team_homophonic_trans.json,yes,no,Verdict is final: NOISE
e_team_i_position.py,e_team,ran_no_artifact,report,NOISE,—,—,,no,no,Verdict is final: NOISE
e_team_italian_spanish_scan.py,e_team,ran_with_artifact,json,NOISE,0/24,—,results/e_team_italian_spanish_scan.json,yes,no,Verdict is final: NOISE
e_team_layered_nomenclator_verify.py,e_team,ran_with_artifact,json,NOISE,—,—,,no,no,Verdict is final: NOISE
e_team_mono_trans_sa.py,e_team,ran_with_artifact,json,NOISE,—,—,results/e_team_mono_trans_sa.json,yes,no,Verdict is final: NOISE
e_team_narrative_pt.py,e_team,ran_no_artifact,report,NOISE,—,—,,no,no,Verdict is final: NOISE
e_team_narrative_pt_v2.py,e_team,ran_no_artifact,report,NOISE,—,—,,no,no,Verdict is final: NOISE
e_team_nomenclator_super.py,e_team,ran_with_artifact,json,NOISE,—,—,results/e_team_nomenclator_super.json,yes,no,Verdict is final: NOISE
e_team_physical_transpositions.py,e_team,ran_with_artifact,json,NOISE,6/24,"~2,000",results/e_team_physical_transpositions.json,yes,no,Verdict is final: NOISE
e_team_targeted_homo_trans.py,e_team,ran_with_artifact,json,NOISE,—,—,results/e_team_targeted_homo_trans.json,yes,no,Verdict is final: NOISE
e_team_weltzeituhr_procedural.py,e_team,ran_with_artifact,json,NOISE,3/24,~300,results/e_team_weltzeituhr_procedural.json,yes,no,Verdict is final: NOISE
e_team_whats_the_point.py,e_team,ran_with_artifact,json,NOISE,2/24,~200,results/e_team_whats_the_point.json,yes,no,Verdict is final: NOISE
e_validator_01_pipeline_check.py,misc,ran_no_artifact,report,TOOL,—,—,,no,no,Verdict is final: TOOL
e_webster_01_judge_keyword.py,misc,ran_no_artifact,report,NOISE,—,—,,no,no,Verdict is final: NOISE
e_webster_02_bespoke_methods.py,misc,ran_no_artifact,report,NOISE,—,—,,no,no,Verdict is final: NOISE
e_wtz_00_cities_runkey.py,misc,ran_with_artifact,json,NOISE,—,—,results/e_wtz_00_cities_runkey.json,yes,no,Verdict is final: NOISE
exp_lecarre_rk_001.py,misc,ran_with_artifact,json,NOISE,7/24,508K windows,results/exp_lecarre_rk_001.json,yes,no,Verdict is final: NOISE
hill_cipher_analysis.py,infrastructure,ran_no_artifact,inferred,ELIMINATED,—,analytical,,no,no,Verdict is final: ELIMINATED
k3_ct_pt_audit.py,infrastructure,ran_no_artifact,inferred,TOOL,—,—,,no,no,Verdict is final: TOOL
k4_algebraic_eliminations.py,k4_early,ran_no_artifact,inferred,ELIMINATED,—,—,,no,no,Verdict is final: ELIMINATED
k4_clock_cipher.py,k4_early,ran_no_artifact,inferred,NOISE,—,—,,no,no,Verdict is final: NOISE
k4_deep_structure.py,k4_early,ran_no_artifact,inferred,NOISE,—,—,,no,no,Verdict is final: NOISE
k4_dual_sa.py,k4_early,ran_no_artifact,inferred,NOISE,—,—,,no,no,Verdict is final: NOISE
k4_novel_attacks.py,k4_early,ran_no_artifact,inferred,NOISE,—,—,,no,no,Verdict is final: NOISE
k4_plaintext_reconstruction.py,k4_early,ran_no_artifact,inferred,UNDERDETERMINED,—,—,,no,no,"Underdetermined by design (too many DOF); new constraints needed, not re-runs"
k4_reading_orders.py,k4_early,ran_no_artifact,inferred,NOISE,—,—,,no,no,Verdict is final: NOISE
k4_reverse_engine.py,infrastructure,ran_no_artifact,inferred,UNDERDETERMINED,—,~56B theoretical,,no,no,"Underdetermined by design (too many DOF); new constraints needed, not re-runs"
k4_running_key_thematic.py,k4_early,ran_no_artifact,inferred,NOISE,—,—,,no,no,Verdict is final: NOISE
k4_sa_plaintext.py,k4_early,ran_no_artifact,inferred,NOISE,—,—,,no,no,Verdict is final: NOISE
k4_two_layer.py,k4_early,ran_no_artifact,inferred,NOISE,—,—,,no,no,Verdict is final: NOISE
k4_whats_the_point.py,k4_early,ran_no_artifact,inferred,NOISE,—,—,,no,no,Verdict is final: NOISE
k4_word_search.py,k4_early,ran_no_artifact,inferred,NOISE,—,—,,no,no,Verdict is final: NOISE
solve_k1_from_k0.py,infrastructure,ran_no_artifact,inferred,TOOL,—,—,,no,no,Verdict is final: TOOL
